,PropertyId,Url,Address,Price,Description,PropertyType,Bedrooms,Bathrooms,FurnishedType,ListingDate,PetFriendly,Smokers,Gardens,Parking,LetAvailableDate,Deposit,Geolocation,latitude,longitude
759,786,https://www.rightmove.co.uk/properties/136610501#/?channel=RES_LET,"Cambridge Heath Road, London, E2",1850.0,"Available to move from early July is this unfurnished 2 bedroom flat located in Cambridge Heath Road a short walk from the overground station and Bethnal Green tube. This propety is split over 2 floors and comprises reception, kitchen, 2 bedrooms, bathroom and there is a share of communal yard. The green space of Victoria Park is close by and vibrant Broadway Market is a 10 minute walk away. Read more",Apartment,2.0,1.0,Unfurnished,,Ask Agents,Ask Agents,Ask Agents,Ask Agents,15/07/2023,0.0,"(51.5327314, -0.0571883)",51.5327314,-0.0571883
760,787,https://www.rightmove.co.uk/properties/137158232#/?channel=RES_LET,"UNCLE, Colindale, NW9",2924.0,"UNCLE Colindale is now open and accepting move ins. This is the newest UNCLE building and is designed with stylish interiors, furnished by BoConcept or if it's your preference, we also have unfurnished apartments. We have on-site resident managers & spacious amenity spaces with our own gym and wellness space opening in the summer of 2023.  You're a short walk from the Silk Stream which flows through some of the most iconic parts of North-West London. There's even walking tours available that elevate the walk from a joyous jaunt to a fascinating and educational adventure about your new neighbourhood, and not far away either is the equally wonderful Montrose Park. With everything from a locally loved café (seriously, read the reviews if you don't believe us) to a skatepark and playing fields hosting boot camps and yoga classes . In addition to this there is the Bang Bang oriental food hall within walking distance to curb your appetite.  In a nutshell, you're looking at beautiful apartments with Peloton studio, coworking space, plus wonderful on-site Resident Managers and the amazing UNCLE community. And at a great price. What's not to love? UNCLE is renting as it should be. What does that mean for you That means on-site resident managers that know your name, look after your packages if you're out and help you get settled in. It means never having to worry about that leaky tap. It means coming home to relax on your luxurious BoConcept sofa before heading to the Peloton studio for a workout. It means, as a renter, finally being treated with the respect you deserve. As we like to say, there's no place like UNCLE - and we mean it. Get in touch today to arrange a viewing so you can experience a simpler way of renting.   * These pictures depict our furnished UNCLE flats & may not related to a specific apartment type **BoConcept furniture available in furnished apartments only *** Gym & Wellness space due to open in Summer 2023. Read more",Flat,3.0,2.0,Furnished,,Ask Agents,Ask Agents,Ask Agents,Ask Agents,Now,,"(51.58813161675824, -0.2550784986263736)",51.58813161675824,-0.2550784986263736
761,788,https://www.rightmove.co.uk/properties/137158169#/?channel=RES_LET,Irene Road London SW6,19500.0,A Read more,House,5.0,3.0,Furnished,,Ask Agents,Ask Agents,Ask Agents,Ask Agents,17/07/2023,,"(51.4744854, -0.197542)",51.4744854,-0.197542
762,789,https://www.rightmove.co.uk/properties/137158172#/?channel=RES_LET,"Greenroof Way, London, SE10",2900.0,"Located on the banks of the river Thames, moments from Oval Square and a short hop to the 02 with its vast array of shops, bars and entertainment, this luxury 3-bedroom apartment benefits from it's own front door and ground floor access, it has been tastefully furnished throughout with each room benefits from a double bed with storage. Super convenient for the tube or river taxi and further benefits from a 24-hour concierge to help you manage your keys and parcels. In making a home special for you we curated a home to be comfortable, safe, familiar and a sanctuary which makes each room we rent a retreat, a place to escape and relax from fast-paced city life. We achieved this by looking to the defining characteristic of Danish culture, “hygge” [Pronounced Hoo-gah]. A quality of cosiness and comfortable conviviality that engenders a feeling of contentment or well-being and applied it to our homes. So, we refined our spaces to be full of comfort, convenience and familiarity which gives our members everything they need to make where they choose to live, home. Offered furnished and available from 27th October 2023. Read more",Apartment,3.0,2.0,Furnished,,Ask Agents,Ask Agents,Ask Agents,Ask Agents,27/10/2023,,"(51.48474475522755, 0.0004112373923739)",51.48474475522755,0.0004112373923739
763,790,https://www.rightmove.co.uk/properties/137158166#/?channel=RES_LET,"Powerscroft Road, Clapton, London, E5",2300.0,"LONG LET. Set close to green expanses, a beautifully lit 1 bed conversion flat is set on the ground floor and encompasses a well presented rear garden. It further benefits from intricate period features and warm wooden flooring. Powerscroft Road is situated moments from Homerton Station for links around the city while a range of shops and amenities can be found on Chatsworth Road. Hackney Marshes and Hackney Down Park are close by.  Please use the reference CHPK3211145 when contacting Foxtons. Brochures Property details Super sized images Read more",Flat,1.0,1.0,Unfurnished,,Ask Agents,Ask Agents,Ask Agents,Ask Agents,Ask agent,2654.0,"(51.5528207, -0.0513131)",51.5528207,-0.0513131
764,791,https://www.rightmove.co.uk/properties/137158112#/?channel=RES_LET,"Sherbrooke Road, Fulham",4000.0,"An attractive Victorian house located in a popular area of Fulham. This fabulous house with three double bedrooms, one single bedroom and two bathrooms is decorated in a neutral colour scheme.  The ground floor is made up of a light and spacious double reception room with a bay window fitted with shutters, a period fireplace, built in bookcases and direct access out to the courtyard garden. The modern white kitchen is equipped with all appliances and has a breakfast bar for everyday dining and also has access out to the courtyard garden. There are two double bedrooms, a family shower room and a single bedroom on the first floor and a master bedroom with en suite bathroom on the top floor. The property is located less than a mile away from Parsons Green Underground station and the shops, restaurants and cafes of Fulham. Fully managed by Lucie White & Company   Available mid August Deposit - 5 weeks rent (£4,615.38) Council Tax Band F - Hammersmith & Fulham EPC rating D Read more",House,4.0,2.0,Furnished,,Ask Agents,Ask Agents,Ask Agents,Ask Agents,17/08/2023,,"(51.4812618, -0.2060572)",51.4812618,-0.2060572
765,792,https://www.rightmove.co.uk/properties/137158088#/?channel=RES_LET,"Pioneer Court, Hammersley Road, E16",2200.0,"***MODERN 2 BEDROOM 5th FLOOR FURNISHED APARTMENT WITH A SOUTH FACING BALCONY*** Set in the popular East City Point development, which is within walking distance of Canning Town Station, with links to the city and DLR is this modern 2 bedroom 5th floor furnished apartment in Pioneer Court. It benefits from having a modern fitted kitchen with integrated appliances and a small dining area, a good size living room, a south facing balcony, 2 double bedrooms, modern bathroom and use of the roof top terrace. A licence restricts number of tenants. The property has an EPC Rating: B. Rent excludes the tenancy deposit and any other permitted payments. A Holding Deposit of £507.69, based on the advertised rent is required to reserve this property. Min Term 1 year. Deposit payable is £2538.45 or this property is available with our No Deposit Option. Please contact us for further information or visit our website. Read more",Apartment,2.0,1.0,Furnished,,Ask Agents,Ask Agents,Ask Agents,Ask Agents,02/08/2023,2538.0,"(51.51044730470348, 0.0293099836400818)",51.51044730470348,0.0293099836400818
766,793,https://www.rightmove.co.uk/properties/137155577#/?channel=RES_LET,"Xavier Building, 10 Westfield Avenue, London, E20",3230.0,"Experience 37 floors of spectacular luxury living in the heart of Stratford, East London's most exciting neighbourhood. Our two-bedroom rental apartments boast unparalleled panoramic views of the city's skyline, paying tribute to Stratford's rich railway history with exceptional amenities and green open spaces.  
   Coppermaker Square offers residents' panoramic views of the city from its high floors. Our stylish interiors come with furnishing options from Bo-Concept, offering you a premium rental experience with a range of colour palettes to suit your style.  
   Relax in the comfort of your spacious two-bedroom apartment with high ceilings and phenomenal views of London's highlights from the 37th floor. Our large private lobby space and direct access to Westfield Avenue provide unmatched convenience, making our apartments the perfect place to call home.  
   This exceptional two-bedroom apartment includes a main bedroom with an en suite, quality built-in wardrobes in both bedrooms, a spacious bathroom, a Juliet balcony, under-floor heating and an air-cooling system.
   Key Features:
   - The newly launched Xavier building is the tallest building in the community 
 - Direct access through entrance lobby onto Westfield Avenue 
 - Panoramic views across key London highlights  
 - High floors with amazing city views/skyline 
 - Bo-Concept Furniture - residents can choose colour palettes between light and dark 
 - 37th Floor apartments of spectacular living  
 - High ceilings and phenomenal views across London's highlights 
 - Whirlpool and Hot Point integrated appliances 
 - Smart meter installed in the home 
 - Furnished and none furnished options available 
 - Open-plan living space 
 - Juliet balconies 
 - Underfloor heating 
 - Floor-to-ceiling-windows with relaxing natural light  
 - Built-in storage 
 - En-suite bathrooms 
 - Intercom access control 
 - Pet Friendly Apartments 
 - Parcel service 
 - Dedicated Property Manager and Onsite Team 
 - Resident App for perks, events and wellness bookings 
       Amenities:
   - Premium Gym 
 - Impressive Pool and Spa 
 - Yoga and spin studio  
 - Gaming space  
 - Roof Garden with panoramic vistas   
 - Co-working space  
 - Screening room  
 - Private Dining  
 - Exclusive Resident events  
 - Special offers/discounts from local businesses and Westfield Centre Brochures Brochure 1 Read more",Apartment,2.0,2.0,Unfurnished,,Ask Agents,Ask Agents,Ask Agents,Ask Agents,Now,350.0,"(51.54635703809524, -0.0103293714285714)",51.54635703809524,-0.0103293714285714
767,794,https://www.rightmove.co.uk/properties/137157953#/?channel=RES_LET,"Deacon Street, Elephant and Castle, London, SE17",2600.0,"LONG LET. Set on the 21st floor, this 1 bedroom flat boasts stylish interiors including a large open-plan reception room, a modern kitchen and a delightful private balcony. The property is ideally located in the new Elephant Park development boasting a range of new shops, bars and restaurants while Elephant and Castle is host to exceptional transport links.  Please use the reference CHPK4656390 when contacting Foxtons. Brochures Property details Super sized images Read more",Flat,1.0,,Unfurnished,,Ask Agents,Ask Agents,Ask Agents,Ask Agents,Ask agent,3000.0,"(51.48832123994038, -0.0933343263785395)",51.48832123994038,-0.0933343263785395
768,795,https://www.rightmove.co.uk/properties/137157950#/?channel=RES_LET,"Victory Place, Elephant and Castle, London, SE17",2400.0,"LONG LET. Set on the 3rd floor, this 1 bedroom flat boasts stylish interiors including a large open-plan reception room, a modern kitchen and a delightful private balcony. The property is ideally located just moments from the wonderful shops, bars and restaurants of the new Elephant Park which nearby to a wealth of transport links.  Please use the reference CHPK4345239 when contacting Foxtons. Brochures Property details Super sized images Read more",Flat,1.0,1.0,Part furnished,,Ask Agents,Ask Agents,Ask Agents,Ask Agents,Ask agent,2770.0,"(51.48832123994038, -0.0933343263785395)",51.48832123994038,-0.0933343263785395
769,796,https://www.rightmove.co.uk/properties/137157941#/?channel=RES_LET,"Amelia Street, Elephant and Castle, London, SE17",1900.0,"LONG LET. Set on the 1st floor, this 1 bedroom flat boasts stylish interiors including a large open-plan reception room, a modern kitchen and a delightful private balcony. Set on the doorstep to Walworth Road which is host to a wonderful range of shops, bars and restaurants while Elephant and Castle is also nearby for exceptional transport links.  Please use the reference CHPK3715643 when contacting Foxtons. Brochures Property details Super sized images Read more",Flat,1.0,1.0,Part furnished,,Ask Agents,Ask Agents,Ask Agents,Ask Agents,Ask agent,2193.0,"(51.48832123994038, -0.0933343263785395)",51.48832123994038,-0.0933343263785395
770,797,https://www.rightmove.co.uk/properties/136277834#/?channel=RES_LET,"The Common, W5",2300.0,"   LONG LET. This two bedroom, two bathroom garden flat offers a great location overlooking Ealing Common. The property comprises a large reception room, two double bedrooms, two bathrooms, separate kitchen, utility room, plenty of storage and two private patio areas at the rear of the property. Close proximity to Ealing Common Station(District and Piccadilly) and Ealing Broadway Station (Central and District lines) offers easy access to central London in addition to Overground services to Paddington and Heathrow. Please call Go View London to arrange a private viewing.  Read more",Apartment,2.0,2.0,Furnished,,Ask Agents,Ask Agents,Ask Agents,Ask Agents,Ask agent,2770.0,"(51.496299, -0.4874263)",51.496299,-0.4874263
771,798,https://www.rightmove.co.uk/properties/137157866#/?channel=RES_LET,"UNCLE, Colindale, NW9",2354.0,"UNCLE Colindale is now open and accepting move ins. This is the newest UNCLE building and is designed with stylish interiors, furnished by BoConcept or if it's your preference, we also have unfurnished apartments. We have on-site resident managers & spacious amenity spaces with our own gym and wellness space opening in the summer of 2023.  You're a short walk from the Silk Stream which flows through some of the most iconic parts of North-West London. There's even walking tours available that elevate the walk from a joyous jaunt to a fascinating and educational adventure about your new neighbourhood, and not far away either is the equally wonderful Montrose Park. With everything from a locally loved café (seriously, read the reviews if you don't believe us) to a skatepark and playing fields hosting boot camps and yoga classes . In addition to this there is the Bang Bang oriental food hall within walking distance to curb your appetite.  In a nutshell, you're looking at beautiful apartments with Peloton studio, coworking space, plus wonderful on-site Resident Managers and the amazing UNCLE community. And at a great price. What's not to love? UNCLE is renting as it should be. What does that mean for you That means on-site resident managers that know your name, look after your packages if you're out and help you get settled in. It means never having to worry about that leaky tap. It means coming home to relax on your luxurious BoConcept sofa before heading to the Peloton studio for a workout. It means, as a renter, finally being treated with the respect you deserve. As we like to say, there's no place like UNCLE - and we mean it. Get in touch today to arrange a viewing so you can experience a simpler way of renting.   * These pictures depict our furnished UNCLE flats & may not related to a specific apartment type **BoConcept furniture available in furnished apartments only *** Gym & Wellness space due to open in Summer 2023. Read more",Flat,2.0,2.0,Furnished,,Ask Agents,Ask Agents,Ask Agents,Ask Agents,04/08/2023,,"(51.58813161675824, -0.2550784986263736)",51.58813161675824,-0.2550784986263736
772,799,https://www.rightmove.co.uk/properties/137157854#/?channel=RES_LET,"Finborough Road, Chelsea, London, SW10",4334.0,"LONG LET. Superb 3 bed split level flat with large reception and kitchen rooms, good sized bedrooms throughout, lots of storage space, huge private courtyard and dual entrances. Finborough Road sits on the edge of Chelsea and Earls Court, with great local amenities including excellent eateries, shopping and superb transport links.  Please use the reference CHPK0260698 when contacting Foxtons. Brochures Property details Super sized images Read more",Maisonette,3.0,1.0,"Furnished or unfurnished, landlord is flexible",,Ask Agents,Ask Agents,Ask Agents,Ask Agents,Ask agent,5000.0,"(51.4839129, -0.186013)",51.4839129,-0.186013
773,800,https://www.rightmove.co.uk/properties/136831565#/?channel=RES_LET,"Parkhill Road, Belsize Park, London, NW3",3358.0,"A recently refurbished split level maisonette in Belsize Park NW3.  This bright and spacious property comprises two bedrooms, two bathrooms, spacious reception room, fully fitted kitchen, wood floors throughout and a balcony off  the reception room and principal bedroom  . Available unfurnished.  Available with Zero Deposit Guarantee. EPC: C Belsize Park is a chic and bustling area located close to Hampstead Village, Primrose Hill and Camden Town. A highly sought after area which is located on the Northern Line, the high street is filled with restaurants, pubs and shops boasting a friendly and welcoming atmosphere. Brochures More Details Read more",Flat,2.0,2.0,Unfurnished,,Ask Agents,Ask Agents,Ask Agents,Ask Agents,Ask agent,3875.0,"(51.5487028, -0.1587406)",51.5487028,-0.1587406
774,801,https://www.rightmove.co.uk/properties/137157851#/?channel=RES_LET,"Nevern Place, Earls Court, London, SW5",1712.0,"LONG LET. Set within a charming period converted property, this fantastic studio flat is presented in excellent condition throughout and offers bright and spacious accommodation. The property is situated in the heart of Earls Court and benefits from an array of shops, pubs and restaurants, while the local transport links include bus and underground services.  Please use the reference CHPK3715915 when contacting Foxtons. Brochures Property details Super sized images Read more",Studio,,1.0,Furnished,,Ask Agents,Ask Agents,Ask Agents,Ask Agents,Ask agent,1975.0,"(51.49155434726688, -0.1918615144694533)",51.49155434726688,-0.1918615144694533
775,802,https://www.rightmove.co.uk/properties/136872509#/?channel=RES_LET,"Spratt Hall Road, London, E11",3500.0,"Property Reference: 1749951. Park facing, bright and spacious 4 double bedrooms, 3 bathroom family house with manageable front and back garden to rent in Wanstead. Premier finish across the house with a modern open plan Nolte Manhattan kitchen and 3 bathrooms over 3 floors. The property comes with solar panels, system boiler making it highly energy efficient, resulting in smaller utility bills. High end finish with underfloor heating, engineered wood flooring, floor to ceiling porcelain tiling. Recently constructed with high ceilings. South facing garden. Large Eves storage and under stairs storage. Summary & Exclusions: - Rent Amount: £3,500.00 per month (£807.69 per week) - Deposit / Bond: £4,038.46 - 4 Bedrooms - 3 Bathrooms - Property comes unfurnished - Available to move in from 12 July, 2023 - Minimum tenancy term is 12 months - Maximum number of tenants is 5 - No Students - Pets considered / by arrangement - No Smokers - Family Friendly - Bills not included - Property has parking - Property has garden access - EPC Rating: B    If calling, please quote reference: 1749951    Fees: You will  not  be charged any admin fees.  ** Contact today to book a viewing and have the landlord show you round! **  Request Details form responded to 24/7, with phone bookings available 9am-9pm, 7 days a week. Read more",Semi-Detached,4.0,3.0,Unfurnished,,Ask Agents,Ask Agents,Ask Agents,Ask Agents,12/07/2023,4038.0,"(51.5768842, 0.0230874)",51.5768842,0.0230874
776,803,https://www.rightmove.co.uk/properties/137157755#/?channel=RES_LET,"UNCLE, Colindale, NW9",1890.0,"UNCLE Colindale is now open and accepting move ins. This is the newest UNCLE building and is designed with stylish interiors, furnished by BoConcept or if it's your preference, we also have unfurnished apartments. We have on-site resident managers & spacious amenity spaces with our own gym and wellness space opening in the summer of 2023.  You're a short walk from the Silk Stream which flows through some of the most iconic parts of North-West London. There's even walking tours available that elevate the walk from a joyous jaunt to a fascinating and educational adventure about your new neighbourhood, and not far away either is the equally wonderful Montrose Park. With everything from a locally loved café (seriously, read the reviews if you don't believe us) to a skatepark and playing fields hosting boot camps and yoga classes . In addition to this there is the Bang Bang oriental food hall within walking distance to curb your appetite.  In a nutshell, you're looking at beautiful apartments with Peloton studio, coworking space, plus wonderful on-site Resident Managers and the amazing UNCLE community. And at a great price. What's not to love? UNCLE is renting as it should be. What does that mean for you That means on-site resident managers that know your name, look after your packages if you're out and help you get settled in. It means never having to worry about that leaky tap. It means coming home to relax on your luxurious BoConcept sofa before heading to the Peloton studio for a workout. It means, as a renter, finally being treated with the respect you deserve. As we like to say, there's no place like UNCLE - and we mean it. Get in touch today to arrange a viewing so you can experience a simpler way of renting.   * These pictures depict our furnished UNCLE flats & may not related to a specific apartment type **BoConcept furniture available in furnished apartments only *** Gym & Wellness space due to open in Summer 2023. Read more",Flat,1.0,1.0,Furnished,,Ask Agents,Ask Agents,Ask Agents,Ask Agents,24/07/2023,,"(51.58813161675824, -0.2550784986263736)",51.58813161675824,-0.2550784986263736
777,804,https://www.rightmove.co.uk/properties/137157728#/?channel=RES_LET,"Elizabeth Avenue, 
Canonbury, N1",5000.0,"This charming end of terrace Victorian house is situated on a quiet residential street in the heart of De Beauvoir. Accommodation comprises two double bedrooms on the ground floor with stairs ascending to two further bedrooms and a family bathroom on the first floor, and an additional bedroom on the second floor. The lower ground floor has a spacious and fully equipped kchen with a separate reception room and access to a private 41ft. garden. Elizabeth Avenue is conveniently positioned for the pubs, restaurants, shops and cafes of both Islington, De Beauvoir and Dalston. Regent's Canal is within easy reach and provides a gateway to the rest of London, and the shops, galleries and restaurants of Shoreditch are also close at hand. Haggerston Station is a short walk away, where the London Overground has connections to Canary Wharf via Canada Water. Regular buses run to the City and beyond from Kingsland Road. Kings Cross St Pancras provides access to mainline, underground and Eurostar services. Our China Desk is here for you, if Chinese is your preferred language, please get in touch via WeChat ( ChestertonsChinaDesk ) Brochures Super-size images and Full Online Details ---  Read more",End of Terrace,5.0,2.0,Furnished,,Ask Agents,Ask Agents,Ask Agents,Ask Agents,31/07/2023,5000.0,"(51.5399538, -0.0905196)",51.5399538,-0.0905196
778,805,https://www.rightmove.co.uk/properties/137157710#/?channel=RES_LET,"Radford House, 
Georges Road, N7",3500.0,"Situated within this mansion style block is this newly refurbished three double bedroom apartment with a south facing patio garden, excellently located just moments from the amenities and transport links of Holloway Road. Accommodation spans over 900ft 2 . and comprises a bright reception room which leads to a large south facing patio garden, spacious and modern kitchen diner, three double bedrooms and two contemporary bathrooms. Further benefits include wood flooring, own front entrance and a beautiful south facing patio garden. Georges Road is ideally situated moments away from all the amenities of Holloway Road and close to excellent transport links including Holloway Road tube and Drayton Park overground stations, offering fast links into both The City & Central London. Our China Desk is here for you, if Chinese is your preferred language, please get in touch via WeChat ( ChestertonsChinaDesk ) Brochures Super-size images and Full Online Details ---  Read more",Apartment,3.0,2.0,Furnished,,Ask Agents,Ask Agents,Ask Agents,Ask Agents,12/07/2023,4038.0,"(51.55327637849945, -0.1182958353863381)",51.55327637849945,-0.1182958353863381
779,806,https://www.rightmove.co.uk/properties/134608088#/?channel=RES_LET,"Jacquard Point, London, E1",3120.0,"Property Reference: 1670521. Luxurious 2-Bedroom Apartment with Stunning Views Whitechapel Zone1 Available Now Immediate available. Zone 1, 5min walking distance to Whitechapel station (Elizabeth line, underground, overground). Walking distance to the City of London area (City of London/ Shoreditch/ London Bridge). Opposite 'The Royal Hospital London', close to well-known universities (KCL, UCL, Saint Martin Art School, University of the Arts London, etc.), close to the financial and technology center. Ideal for students and professionals.  24-hour security and concierge. Free gym and private cinema on site. Floor 19, stunning city view.  Looking for a stylish and modern apartment with breathtaking views of the city? Look no further than this stunning 2-bedroom apartment on the 19th floor. With floor-to-ceiling windows and a spacious balcony, you can enjoy the stunning panorama of the cityscape from the comfort of your own home. This apartment is perfect for those who value comfort, style, and convenience. The apartment is fully furnished and equipped with all the amenities you need, including a washing machine, and a dishwasher. The kitchen is fully equipped with high-quality appliances, so you can cook your own meals in style. In addition, the building offers a range of amenities that you can enjoy as a tenant. You can stay fit and healthy by using the gym, which is fully equipped with state-of-the-art equipment. You can also book a private cinema for a movie night with friends or family. The apartment is located in a prime location, close to public transport, shops, and restaurants. You will have easy access to all the best the city has to offer while enjoying the peace and quiet of your own private space. If you're looking for a comfortable, stylish, and modern apartment with stunning views and access to great amenities, look no further than this luxurious 2-bedroom apartment. Contact today to arrange a viewing and secure your spot in this amazing space! Summary & Exclusions: - Rent Amount: £3,120.00 per month (£720.00 per week) - Deposit / Bond: £3,600.00 - 2 Bedrooms - 2 Bathrooms - Property comes furnished - Available to move in from 10 July, 2023 - Minimum tenancy term is 12 months - Maximum number of tenants is 4 - Students welcome to enquire - No Pets, sorry - No Smokers - Family Friendly - Bills not included - No Parking Available - No Garden Access - EPC Rating: B    If calling, please quote reference: 1670521    Fees: You will  not  be charged any admin fees.  ** Contact today to book a viewing and have the landlord show you round! **  Request Details form responded to 24/7, with phone bookings available 9am-9pm, 7 days a week. Read more",Flat,2.0,2.0,Furnished,,Ask Agents,Ask Agents,Ask Agents,Ask Agents,Now,3600.0,"(51.5389482713998, -0.0102502956696878)",51.5389482713998,-0.0102502956696878
780,807,https://www.rightmove.co.uk/properties/137157620#/?channel=RES_LET,"UNCLE, Colindale, NW9",1830.0,"UNCLE Colindale is now open and accepting move ins. This is the newest UNCLE building and is designed with stylish interiors, furnished by BoConcept or if it's your preference, we also have unfurnished apartments. We have on-site resident managers & spacious amenity spaces with our own gym and wellness space opening in the summer of 2023.  You're a short walk from the Silk Stream which flows through some of the most iconic parts of North-West London. There's even walking tours available that elevate the walk from a joyous jaunt to a fascinating and educational adventure about your new neighbourhood, and not far away either is the equally wonderful Montrose Park. With everything from a locally loved café (seriously, read the reviews if you don't believe us) to a skatepark and playing fields hosting boot camps and yoga classes . In addition to this there is the Bang Bang oriental food hall within walking distance to curb your appetite.  In a nutshell, you're looking at beautiful apartments with Peloton studio, coworking space, plus wonderful on-site Resident Managers and the amazing UNCLE community. And at a great price. What's not to love? UNCLE is renting as it should be. What does that mean for you That means on-site resident managers that know your name, look after your packages if you're out and help you get settled in. It means never having to worry about that leaky tap. It means coming home to relax on your luxurious BoConcept sofa before heading to the Peloton studio for a workout. It means, as a renter, finally being treated with the respect you deserve. As we like to say, there's no place like UNCLE - and we mean it. Get in touch today to arrange a viewing so you can experience a simpler way of renting.   * These pictures depict our furnished UNCLE flats & may not related to a specific apartment type **BoConcept furniture available in furnished apartments only *** Gym & Wellness space due to open in Summer 2023. Read more",Flat,,1.0,Furnished,,Ask Agents,Ask Agents,Ask Agents,Ask Agents,04/08/2023,,"(51.58813161675824, -0.2550784986263736)",51.58813161675824,-0.2550784986263736
781,808,https://www.rightmove.co.uk/properties/136977116#/?channel=RES_LET,"Wood Crescent, White City, W12 – 2 Bed Flat",3597.0,"See this stunning 2 bedroom flat in close proximity to the White City neighbourhood in London. The property is situated in a residential suburb where you can get away from city life. Fitted with a stunning modern interior you'll be sure to impress with this chic abode. Want to see this property in person? Then just click the ""Book Viewing"" button below and select a date and time with your property Host! #students #propertymarket #lettingagent #home #rentlondonflat Reference Number: PR191353 Read more",Flat,2.0,2.0,Furnished,,Ask Agents,Ask Agents,Ask Agents,Ask Agents,17/08/2023,4150.0,"(51.508341936802985, -0.2397007596034696)",51.508341936802985,-0.2397007596034696
782,809,https://www.rightmove.co.uk/properties/137157518#/?channel=RES_LET,Pepys Street London EC3N,2383.0,"A modern one bedroom apartment superbly located in this historic spot moments from the Tower of London and the River Thames, nestled in the heart of the City of London. Benefits from daytime concierge and a quiet location.

Pepys Street is well placed for transport links with Tower Hill and Tower Gateway stations close by for easy access throughout the City and towards Canary Wharf and the West End. A must see! Brochures Property details Read more",Apartment,1.0,1.0,Furnished,,Ask Agents,Ask Agents,Ask Agents,Ask Agents,11/09/2023,2750.0,"(51.51176047058822, -0.0766174470588235)",51.51176047058822,-0.0766174470588235
783,810,https://www.rightmove.co.uk/properties/137157509#/?channel=RES_LET,"Longridge Road, London",3012.0,"*Pet Friendly - Ideal for Students* Set in a period building on the ever popular Longridge Road is this two bedroom property with private decked garden.  Spanning around 850 sq feet, this garden flat comprises of a spacious reception room with sash windows, open-plan kitchen with all the necessary appliances, main bedroom with fitted wardrobes and en-suite shower room, generous second double bedroom and house bathroom. The property also benefits from a private decked garden to the rear.  Longridge Road is ideally located for the range of shops and other amenities on Earls Court Road. The nearest underground station is Earls Court (District and Piccadilly lines), which is very close by, while the motorist will enjoy swift access to the A4/M4 for routes out of London towards the west and the M25. Following the Tenant Fee Act 2019 which came into force on 1st June 2019, Tenants can no longer be charged Administration and Reference Fees in the course of securing a property. Please contact the office for more information or to discuss permitted charges that may arise during your Tenancy. - Pet Friendly  - Virtual Viewing Possible - Period - Character - Outside Space - RBKC Parking Permit may be applied for Read more",Apartment,2.0,2.0,Furnished,,Ask Agents,Ask Agents,Ask Agents,Ask Agents,22/09/2023,,"(51.4929489, -0.1980168)",51.4929489,-0.1980168
784,811,https://www.rightmove.co.uk/properties/137157491#/?channel=RES_LET,Randolph Avenue Maida Vale W9,3878.0,"A superb three double bedroom split level apartment situated on a sought-after residential road in Maida Vale moments from the Bakerloo line and Paddington Recreation Ground.  The property briefly comprises: communal ground floor entrance with staircase leading to the second floor, the second floor of the property offers three double bedrooms, two bathrooms, separate fully fitted kitchen diner with appliances, the third (top) floor of the apartment is a very bright and very spacious reception room with wood flooring opening onto a private roof terrace with amazing views over the London skyline. Holding Deposit: £895 (1 week)*  Tenancy Deposit: £4,475 (5 weeks)*  Council Tax Band: F *The deposit amounts are approximate and will vary depending on the final rent agreed. Read more",Flat,3.0,2.0,Part furnished,,Ask Agents,Ask Agents,Ask Agents,Ask Agents,20/08/2023,,"(51.5313713, -0.1877542)",51.5313713,-0.1877542
785,812,https://www.rightmove.co.uk/properties/137157482#/?channel=RES_LET,"Madrid Road, London",3700.0,"Brinkleys Estate Agents are pleased to present this large split level maisonette on Madrid Road in Barnes.  This property is spread over three floors with a large private entrance hall that leads up to the first floor where you will find a large double reception (wood laminate flooring) with direct access to a private terrace, fully fitted kitchen (also with sliding doors out to the terrace), full modern bathroom (roll top bath, shower cubicle, wc and sink) and a large double bedroom with a built in cupboard. Finally on the top floor, you will find two double bedrooms, both with en-suite bathrooms. Offered unfurnished, this property is available now and is well suited to a family. MUST BE SEEN, please call our office for more information to arrange a viewing. Read more",Maisonette,3.0,3.0,"Furnished or unfurnished, landlord is flexible",,Ask Agents,Ask Agents,Ask Agents,Ask Agents,Ask agent,,"(51.4794009, -0.2392547)",51.4794009,-0.2392547
786,813,https://www.rightmove.co.uk/properties/137157470#/?channel=RES_LET,"Yale Court, Honeybourne Road, West Hampstead, NW6",2500.0,"** VIDEO VIEWING AVAILABLE ** A top (third) floor two bedroom apartment in one of West Hampstead's most prestigious mansion blocks located just off West End Lane close to the local shops, cafes & restaurants as well as the local public transport facilities. Large, bright reception. Fully fitted eat-in kitchen. Tiled bathroom. Large master bedroom with fitted wardrobes. Second small double bedroom. AVAILABE 8 SEPTEMBER. Brochures CMP Certificate Read more",Flat,2.0,1.0,"Furnished or unfurnished, landlord is flexible",,Ask Agents,Ask Agents,Ask Agents,Ask Agents,08/09/2023,2884.0,"(51.54213656923078, -0.1962521738461538)",51.54213656923078,-0.1962521738461538
